하파, 40, 194
나다, 59, 184
다바, 93, 175
파나, 69, 197
타파, 43, 185
바타, 88, 197
하카, 63, 185
사타, 90, 198
아사, 66, 195
자가, 70, 169
가카, 66, 191
아차, 96, 153
파나, 95, 141
자하, 54, 140
사라, 95, 194
다아, 75, 149
마파, 53, 158
가자, 53, 142
타사, 64, 147
다나, 46, 197
가마, 92, 197
자하, 79, 155
카카, 91, 195
라나, 63, 141
사바, 41, 155
차차, 75, 184
바가, 50, 145
다사, 65, 188
가차, 86, 147
가사, 64, 198
라나, 84, 141
다아, 78, 159
마아, 43, 157
자나, 82, 185
나라, 80, 155
자사, 54, 141
바차, 85, 188
차차, 82, 176
마나, 83, 145
나파, 73, 183
가하, 68, 187
하사, 46, 142
사다, 97, 180
나가, 78, 148
가마, 96, 149
마나, 89, 185
라카, 94, 142
다나, 75, 159
라카, 83, 147
파바, 74, 145
가차, 57, 141
나가, 75, 161
마나, 91, 148
사라, 86, 154
파마, 65, 144
하파, 54, 190
나카, 79, 144
마파, 46, 178
차바, 57, 163
바아, 41, 187
바파, 78, 189
바타, 49, 194
자바, 48, 144
바타, 61, 192
카바, 83, 189
나가, 96, 166
자파, 48, 148
카사, 68, 197
카하, 88, 154
아아, 93, 170
사하, 96, 194
가카, 52, 171
타하, 92, 198
카아, 61, 151
바마, 88, 142
파파, 81, 162
사다, 67, 186
사자, 86, 155
파차, 47, 168
아하, 79, 158
라타, 44, 164
타다, 76, 162
타카, 94, 182
바라, 99, 172
나타, 99, 163
가바, 60, 160
마차, 53, 152
하마, 65, 160
사차, 89, 177
가라, 86, 187
자하, 98, 149
나바, 66, 169
자자, 93, 196
하나, 86, 160
차바, 47, 147
자하, 53, 180
아바, 45, 196
파자, 68, 179
가다, 57, 144
카마, 78, 161
타타, 84, 174
바파, 92, 197
바다, 89, 169
차타, 98, 158
자바, 94, 189
파다, 59, 199
사파, 75, 178
가다, 64, 171
파다, 66, 189
차마, 72, 175
다다, 49, 181
가자, 78, 157
차카, 58, 186
자자, 97, 195
바가, 97, 182
카라, 45, 160
파라, 69, 148
가카, 42, 190
하카, 51, 159
차다, 78, 189
아라, 68, 144
라사, 80, 152
라다, 56, 148
차바, 48, 181
자차, 84, 147
다바, 82, 190
나자, 87, 155
나마, 49, 140
마아, 59, 175
다아, 79, 193
나다, 86, 199
카마, 70, 156
파카, 79, 148
가다, 59, 199
카하, 50, 148
하카, 80, 143
타마, 73, 156
가자, 93, 177
바카, 46, 178
아자, 92, 156
가타, 98, 175
카바, 61, 140
파마, 53, 144
사다, 86, 142
사나, 86, 154
하차, 40, 198
가차, 77, 158
자라, 93, 156
아바, 84, 170
파카, 49, 158
타나, 40, 189
카아, 46, 183
나타, 94, 142
차하, 59, 141
바자, 89, 166
차마, 84, 167
다카, 79, 178
나차, 68, 192
라가, 50, 143
가사, 72, 159
사카, 84, 161
가가, 81, 157
자가, 44, 176
아바, 65, 169
다차, 76, 165
바타, 48, 188
타다, 59, 154
나카, 78, 191
타마, 74, 181
파사, 88, 193
자나, 45, 181
다가, 92, 155
사라, 54, 154
타다, 46, 192
카차, 78, 188
아마, 67, 182
마나, 64, 164
가가, 65, 153
사카, 77, 168
마가, 71, 164
자가, 55, 163
마하, 84, 159
바사, 55, 158
나파, 42, 177
마다, 64, 168
자자, 68, 190
사하, 48, 163
아사, 57, 199
가카, 44, 187
아사, 84, 183
하가, 49, 152
차차, 92, 178
아라, 56, 171
나바, 95, 161
타아, 87, 190
다사, 78, 141
바아, 95, 175
카타, 72, 172
차자, 88, 147
다하, 43, 188
나마, 63, 180
파타, 66, 140
마사, 44, 186
자파, 80, 189
자파, 47, 193
가라, 41, 168
다자, 98, 141
라파, 51, 165
차다, 90, 168
다아, 55, 191
나자, 77, 160
카다, 83, 161
타파, 42, 198
하타, 62, 198
자나, 72, 189
가파, 63, 169
다자, 57, 176
가마, 79, 145
사아, 90, 199
가라, 49, 178
타가, 65, 187
타라, 55, 144
차아, 60, 152
자나, 96, 168
타마, 40, 182
라가, 49, 160
바가, 79, 154
자가, 68, 143
바타, 59, 141
하파, 67, 171
마나, 78, 199
사타, 62, 188
카다, 54, 174
나파, 96, 173
파파, 52, 163
타라, 61, 156
사다, 85, 145
사카, 42, 164
타가, 78, 145
마하, 83, 189
차카, 90, 155
하가, 55, 199
다나, 44, 193
아마, 60, 185
사사, 46, 169
타나, 97, 180
라자, 80, 186
하파, 71, 149
카카, 98, 144
마아, 78, 190
라마, 96, 141
아타, 76, 154
차바, 40, 158
다사, 58, 180
파마, 90, 174
자카, 79, 147
자가, 71, 160
라하, 71, 168
바나, 72, 155
바타, 55, 140
파차, 43, 144
바타, 44, 164
차라, 66, 173
파나, 92, 194
차파, 95, 144
라하, 47, 165
파자, 72, 187
하라, 61, 166
아사, 59, 162
차아, 43, 140
파사, 90, 194
자라, 76, 188
자파, 47, 175
나하, 88, 195
자가, 94, 160
마마, 43, 162
파바, 84, 154
차나, 68, 171
하아, 96, 191
카파, 51, 161
자라, 63, 168
나아, 87, 167
라바, 99, 158
아나, 56, 141
가나, 58, 198
마마, 88, 183
다나, 54, 148
카바, 66, 144
라카, 83, 192
나타, 71, 149
타사, 96, 163
가하, 97, 180
가차, 90, 198
다라, 79, 176
파사, 88, 181
라자, 87, 157
카라, 98, 154
아카, 96, 166
사사, 66, 191
사타, 69, 181
사아, 51, 179
다마, 79, 141
타카, 42, 174
바파, 75, 156
아자, 59, 189
타바, 93, 199
다하, 80, 167
자아, 50, 161
파카, 92, 193
차사, 80, 167
나라, 55, 199
파차, 79, 140
라가, 46, 151
타마, 64, 157
바바, 66, 143
차하, 79, 163
가나, 68, 188
아다, 44, 199
사아, 64, 156
하하, 62, 191
마다, 82, 159
하마, 71, 163
아아, 64, 147
사마, 65, 184
바타, 42, 183
마아, 90, 195
마가, 93, 180
하타, 60, 180
나라, 70, 154
하파, 47, 171
사가, 99, 175
사차, 81, 184
자파, 45, 189
바다, 67, 196
사자, 78, 141
다마, 57, 181
카하, 82, 176
파하, 88, 153
가다, 67, 162
바자, 94, 196
나나, 49, 161
차파, 66, 189
사마, 50, 176
아차, 66, 199
마다, 81, 165
바차, 74, 175
타다, 63, 177
자차, 80, 199
라파, 65, 189
바카, 65, 186
자나, 57, 193
나마, 47, 162
차바, 56, 144
타타, 43, 189
사하, 87, 153
라카, 63, 191
사나, 43, 145
마바, 42, 198
나마, 74, 149
나마, 40, 147
타마, 69, 184
파라, 69, 152
하자, 78, 140
파파, 58, 186
바하, 61, 179
라가, 49, 144
가하, 47, 186
타라, 92, 142
타파, 86, 154
차나, 60, 173
하아, 47, 196
가파, 91, 142
바라, 47, 193
나차, 80, 182
카카, 92, 156
라마, 40, 162
파라, 46, 145
타사, 59, 148
차카, 56, 162
파사, 42, 181
아자, 79, 162
타카, 82, 183
파파, 70, 193
자차, 96, 149
다아, 57, 155
가파, 55, 176
자라, 67, 196
아가, 65, 160
사아, 43, 167
사파, 92, 183
차파, 90, 172
타바, 78, 189
파가, 77, 180
타라, 48, 160
하아, 88, 160
하하, 75, 151
자카, 66, 171
차차, 52, 141
타사, 74, 187
아나, 58, 156
차자, 65, 158
차아, 69, 182
마라, 70, 199
바바, 61, 160
카나, 88, 141
바타, 49, 175
하아, 86, 182
라마, 93, 143
나다, 85, 167
사사, 52, 147
카카, 56, 184
바차, 83, 145
카라, 73, 190
다타, 62, 166
사나, 88, 145
파다, 43, 144
바카, 78, 189
사나, 62, 168
하차, 45, 151
차라, 44, 153
차카, 84, 147
아라, 74, 161
자사, 62, 178
바자, 92, 158
바마, 72, 198
라사, 63, 162
라마, 65, 193
카타, 56, 174
하마, 95, 165
타사, 95, 142
나가, 96, 157
카나, 59, 186
라바, 54, 167
라차, 42, 144
하하, 92, 166
가파, 98, 179
사가, 91, 180
카자, 99, 199
카차, 95, 169
하라, 65, 177
아다, 69, 167
파사, 96, 144
다가, 52, 164
사나, 49, 172
바나, 57, 169
라타, 90, 186
라마, 77, 184
가사, 49, 158
마파, 49, 154
가타, 80, 159
라다, 88, 170
차바, 69, 199
바하, 95, 193
라타, 46, 166
나아, 40, 183
마가, 82, 189
파자, 98, 166
다아, 90, 176
바마, 86, 166
마나, 69, 181
아마, 92, 140
하나, 68, 156
라파, 77, 163
바차, 99, 166
마차, 66, 142
나자, 93, 192
나바, 86, 192
자바, 50, 192
타파, 93, 149
하타, 81, 148
하자, 77, 173
마자, 47, 176
가타, 89, 155
가차, 89, 183
라아, 51, 165
사마, 57, 151
차타, 81, 194
타다, 54, 171
바나, 42, 155
다라, 94, 161
사카, 54, 151
바카, 92, 150
자차, 66, 181
아카, 79, 171
자하, 91, 198
바나, 63, 152
라가, 40, 161
가카, 86, 147
타다, 89, 190
마아, 98, 199
나하, 68, 187
카마, 80, 167
마파, 43, 172
마하, 53, 143
나타, 97, 184
다하, 51, 188
자타, 80, 150
마자, 75, 187
다아, 50, 197
사자, 84, 161
타사, 64, 153
차나, 92, 179
다사, 82, 155
가나, 72, 184
바아, 54, 173
하다, 81, 164
라아, 92, 172
타카, 47, 168
나가, 45, 151
사나, 97, 154
하바, 95, 155
가차, 78, 141
바라, 89, 145
다바, 71, 170
아차, 46, 180
카가, 81, 152
아가, 84, 182
자나, 98, 182
나마, 83, 155
차라, 88, 184
사사, 74, 187
가카, 69, 176
하사, 40, 149
사사, 90, 140
자다, 70, 162
차바, 87, 142
카라, 45, 157
차다, 85, 199
하아, 52, 159
타타, 52, 199
하하, 46, 183
나하, 93, 167
차아, 83, 147
사차, 43, 168
타가, 85, 192
나자, 40, 175
하자, 80, 188
아차, 71, 165
마라, 79, 198
바아, 77, 149
타카, 89, 150
나자, 58, 142
바라, 97, 169
아아, 63, 150
마타, 47, 177
나파, 94, 147
카파, 90, 156
차카, 63, 172
아사, 83, 188
카다, 62, 140
카바, 70, 177
자타, 58, 184
사자, 57, 183
파자, 97, 153
바바, 44, 177
파타, 92, 192
다라, 96, 197
카다, 68, 164
타사, 50, 177
하타, 70, 152
카카, 77, 158
자차, 91, 184
하바, 78, 162
라사, 77, 168
나하, 88, 181
파자, 53, 172
가바, 48, 156
라마, 60, 194
나타, 58, 163
카타, 55, 161
사자, 74, 190
다마, 68, 183
다바, 92, 143
타마, 41, 158
하하, 62, 154
바자, 86, 177
라사, 80, 149
바파, 63, 143
가타, 86, 183
파라, 92, 148
사파, 65, 185
파차, 52, 195
바카, 42, 179
가라, 55, 190
파카, 91, 170
사라, 69, 151
가하, 70, 160
나아, 85, 162
마카, 86, 175
타파, 71, 143
차하, 67, 155
마카, 78, 155
사바, 57, 171
자바, 83, 190
하아, 43, 151
바나, 79, 147
타자, 41, 159
마타, 45, 170
타바, 76, 168
차카, 46, 169
아자, 68, 193
자차, 52, 142
나나, 47, 167
바파, 83, 160
타다, 63, 176
자마, 44, 171
파차, 97, 193
차하, 96, 142
차차, 40, 191
마파, 90, 150
나다, 78, 150
하마, 56, 155
다다, 66, 175
카차, 95, 185
파가, 49, 146
바바, 93, 192
자라, 86, 153
나자, 94, 176
바나, 46, 197
바다, 56, 192
차자, 97, 186
차마, 47, 183
사바, 44, 153
가나, 97, 196
파가, 46, 157
자바, 42, 184
타나, 57, 197
사나, 85, 189
가마, 73, 155
다하, 86, 145
나나, 67, 141
다다, 67, 167
아나, 56, 178
파라, 85, 141
나나, 43, 154
차나, 73, 153
다차, 98, 191
타타, 51, 166
라라, 89, 159
파아, 76, 142
하라, 52, 147
다하, 57, 156
마타, 75, 144
나파, 76, 178
가타, 98, 173
파파, 93, 168
파가, 59, 182
하가, 99, 167
마파, 65, 166
아파, 98, 141
타타, 94, 190
가하, 62, 198
파자, 47, 172
파차, 75, 145
파나, 92, 169
타다, 83, 153
파나, 76, 185
카차, 76, 156
타파, 88, 166
파바, 89, 182
타바, 63, 169
타파, 59, 198
다가, 64, 156
타가, 41, 190
하타, 89, 173
카라, 57, 155
라가, 70, 171
라마, 77, 180
가마, 77, 143
파자, 40, 164
카타, 74, 140
하아, 99, 142
카사, 86, 162
바파, 77, 144
타라, 91, 164
차아, 66, 166
차아, 40, 165
하아, 82, 192
다파, 97, 159
자가, 66, 168
다사, 47, 143
카마, 92, 172
가카, 95, 149
하바, 93, 165
다자, 47, 142
차카, 56, 140
다타, 49, 142
차카, 84, 173
바나, 68, 185
타다, 95, 146
하아, 74, 192
바하, 76, 157
하하, 79, 160
아하, 89, 181
마사, 89, 174
라타, 97, 183
마차, 40, 180
하카, 56, 191
라타, 66, 167
파자, 77, 143
아나, 85, 170
가타, 79, 173
나라, 60, 162
마타, 69, 183
라사, 54, 192
카가, 40, 171
카타, 44, 194
하가, 49, 142
파바, 40, 156
마파, 51, 165
아자, 63, 194
바카, 91, 185
자자, 59, 150
가파, 79, 191
카다, 43, 164
다마, 41, 187
라바, 63, 185
라사, 98, 162
하차, 86, 193
가라, 63, 176
차차, 73, 195
파라, 62, 189
사다, 83, 189
바아, 97, 182
가바, 78, 151
사가, 84, 188
하차, 90, 182
마라, 89, 170
마자, 53, 179
타하, 57, 153
하타, 80, 179
자타, 66, 157
나차, 46, 167
하차, 45, 198
카다, 77, 178
사자, 52, 169
차라, 41, 144
차다, 82, 157
마나, 45, 179
라타, 99, 195
가카, 49, 155
파자, 48, 173
다카, 73, 192
하라, 84, 167
가다, 78, 153
마카, 62, 178
차아, 69, 156
하타, 60, 171
다하, 85, 184
자가, 88, 150
다사, 58, 164
자바, 42, 195
카하, 65, 147
파카, 53, 160
차타, 47, 152
가하, 52, 185
아가, 75, 191
자자, 51, 150
사마, 60, 175
라사, 40, 165
타라, 44, 158
바사, 84, 187
가다, 91, 144
가나, 64, 160
아타, 73, 184
하자, 62, 182
바파, 46, 152
아사, 97, 189
파파, 89, 162
파마, 53, 172
자마, 75, 140
차바, 49, 146
자타, 48, 182
아차, 58, 174
차파, 79, 190
아카, 69, 185
사바, 87, 163
카아, 86, 148
가아, 69, 160
다아, 41, 150
라가, 44, 190
파가, 96, 173
아마, 55, 158
마하, 67, 174
아라, 42, 178
나아, 96, 171
아하, 81, 180
마아, 50, 181
타파, 48, 183
다라, 77, 185
다자, 72, 171
바라, 79, 186
바카, 44, 171
타라, 55, 169
다가, 51, 158
바가, 59, 188
차다, 53, 146
파나, 53, 169
다자, 51, 142
하하, 69, 158
자다, 86, 162
파라, 40, 165
라라, 82, 191
마자, 98, 149
자가, 43, 143
사타, 67, 142
다차, 79, 164
자다, 40, 194
라가, 73, 186
바나, 42, 177
타나, 99, 185
바파, 42, 192
타자, 77, 140
라파, 94, 196
나나, 59, 147
바하, 44, 179
다파, 89, 194
가타, 63, 194
타카, 70, 172
바바, 71, 149
파파, 55, 146
카차, 51, 154
자가, 55, 199
가마, 46, 167
라파, 91, 170
다자, 78, 175
다파, 63, 173
다타, 65, 180
사차, 77, 164
파라, 43, 183
바바, 70, 197
마라, 42, 188
다마, 46, 186
파아, 75, 171
라타, 91, 158
가카, 92, 180
마가, 99, 181
마카, 60, 181
가나, 56, 181
카마, 96, 180
파차, 97, 160
차바, 50, 160
마타, 91, 185
차아, 42, 177
가차, 70, 140
나하, 80, 187
마타, 73, 162
아마, 72, 147
자나, 53, 179
마자, 76, 166
사파, 83, 149
자나, 77, 148
하마, 90, 171
라자, 77, 199
타사, 91, 144
마카, 53, 199
파카, 70, 196
차타, 73, 159
자사, 45, 150
하아, 46, 176
가카, 58, 159
타마, 98, 166
가나, 87, 195
아자, 64, 186
마나, 48, 159
아사, 71, 167
